"latitude","longitude","elevation","location","day","time","temperature_2m_mean (°C)","shortwave_radiation_sum (MJ/m²)","et0_fao_evapotranspiration (mm)","daylight_duration (s)","sunshine_duration (s)","precipitation_sum (mm)","precipitation_hours (h)","cloud_cover_mean (%)","dew_point_2m_mean (°C)","pressure_msl_mean (hPa)","surface_pressure_mean (hPa)","wind_gusts_10m_mean (m/s)","wind_speed_10m_mean (m/s)"
12.6889,79.9728,69,"chengalpattu",-40,2025-02-16,25.9,23.17,5.24,42277.27,38330.83,0,0,14,19.9,1012.3,1004.4,5.27,2.37
12.6889,79.9728,69,"chengalpattu",-39,2025-02-17,26,21.8,4.85,42315.57,39424.2,0.1,1,18,20.6,1013.6,1005.7,4.9,2.12
12.6889,79.9728,69,"chengalpattu",-38,2025-02-18,25.7,23,5.05,42354.36,39452.12,0,0,21,20.2,1013.6,1005.6,4.7,2.02
12.6889,79.9728,69,"chengalpattu",-37,2025-02-19,25.6,23.11,5.08,42393.58,39480.87,0,0,10,20.5,1011.8,1003.8,4.9,2.2
12.6889,79.9728,69,"chengalpattu",-36,2025-02-20,25.9,23.22,5.18,42433.23,39510.43,0,0,11,20.2,1012.5,1004.6,4.77,2.07
12.6889,79.9728,69,"chengalpattu",-35,2025-02-21,26.7,23.24,5.31,42473.24,38052.38,0,0,9,20.2,1013.8,1005.9,4.58,1.92
12.6889,79.9728,69,"chengalpattu",-34,2025-02-22,26.7,21.64,4.94,42513.59,36382.66,0.2,1,22,20.9,1014.1,1006.2,4.63,1.95
12.6889,79.9728,69,"chengalpattu",-33,2025-02-23,27,22.18,5.22,42554.23,37187,0,0,24,20.5,1014.2,1006.3,4.7,1.92
12.6889,79.9728,69,"chengalpattu",-32,2025-02-24,26.8,22.82,5.45,42595.15,37188.25,0,0,23,20.7,1014.3,1006.4,6.25,2.93
12.6889,79.9728,69,"chengalpattu",-31,2025-02-25,27.5,23.71,6.14,42636.3,39455.81,0,0,19,19.4,1015.2,1007.3,7.63,3.82
12.6889,79.9728,69,"chengalpattu",-30,2025-02-26,27.8,23.9,6.2,42677.64,39595.01,0,0,18,20,1014.9,1007,8.45,4.3
12.6889,79.9728,69,"chengalpattu",-29,2025-02-27,27.4,23.71,5.92,42719.15,39735.37,0,0,80,20.2,1013.5,1005.5,7.41,3.71
12.6889,79.9728,69,"chengalpattu",-28,2025-02-28,27.6,20.73,5.18,42760.79,39340.36,0,0,78,21.6,1012.5,1004.6,7.78,3.9
12.6889,79.9728,69,"chengalpattu",-27,2025-03-01,27.6,20.78,4.91,42802.52,38951.41,1.7,7,61,22.4,1011.8,1003.9,6.87,3.26
12.6889,79.9728,69,"chengalpattu",-26,2025-03-02,28.2,22.04,5.23,42844.32,39515.07,0.1,1,73,22.3,1010.4,1002.5,5.6,2.62
12.6889,79.9728,69,"chengalpattu",-25,2025-03-03,28.2,21.68,5.1,42886.14,35161.45,0,0,74,22.2,1010.4,1002.6,4.83,1.86
12.6889,79.9728,69,"chengalpattu",-24,2025-03-04,28.1,24.15,5.68,42927.97,40227.53,0,0,70,21.6,1010.4,1002.5,5.17,2.2
12.6889,79.9728,69,"chengalpattu",-23,2025-03-05,28.1,23.21,5.59,42969.77,38870.01,0,0,77,20.9,1010.1,1002.3,5.4,2.46
12.6889,79.9728,69,"chengalpattu",-22,2025-03-06,28.2,24.35,5.89,43011.49,40306.32,0,0,34,20.5,1010.7,1002.9,5.33,2.33
12.6889,79.9728,69,"chengalpattu",-21,2025-03-07,26.9,25.29,5.77,43053.11,40342.45,0,0,44,19.8,1010,1002.1,5.08,2.18
12.6889,79.9728,69,"chengalpattu",-20,2025-03-08,27,24.58,5.81,43094.62,37617.45,0,0,16,20,1009.2,1001.3,5.26,2.39
12.6889,79.9728,69,"chengalpattu",-19,2025-03-09,26.6,23.89,5.42,43136.31,33925.16,0,0,29,20.8,1010.4,1002.4,5.31,2.3
12.6889,79.9728,69,"chengalpattu",-18,2025-03-10,27.6,23.82,6.02,43178.27,37637.19,0,0,54,19.8,1012.3,1004.4,7.1,3.47
12.6889,79.9728,69,"chengalpattu",-17,2025-03-11,26.3,15.84,3.68,43220.47,31444.48,15.4,11,90,22.6,1012.5,1004.6,7.77,3.74
12.6889,79.9728,69,"chengalpattu",-16,2025-03-12,26.6,20.06,4.4,43262.88,36205.61,3.4,6,80,23.2,1011.2,1003.3,5.62,2.35
12.6889,79.9728,69,"chengalpattu",-15,2025-03-13,27.8,23.2,5.31,43305.47,38982.81,0,0,55,22.7,1010.1,1002.2,4.66,1.91
12.6889,79.9728,69,"chengalpattu",-14,2025-03-14,27.8,23.68,5.47,43348.21,37638.96,0,0,31,22.7,1010.4,1002.6,5.34,2.41
12.6889,79.9728,69,"chengalpattu",-13,2025-03-15,27.9,25.1,5.86,43391.08,40645.02,0,0,30,21.7,1011.2,1003.3,5.75,2.66
12.6889,79.9728,69,"chengalpattu",-12,2025-03-16,28.3,22.86,5.33,43434.03,37418.8,0.5,4,22,23,1011.3,1003.5,5.21,2.22
12.6889,79.9728,69,"chengalpattu",-11,2025-03-17,29,22.73,5.47,43477.06,38377.02,0,0,51,23.4,1010.7,1002.8,5.65,2.61
12.6889,79.9728,69,"chengalpattu",-10,2025-03-18,28.8,22.78,5.47,43520.13,38848.62,0.2,2,32,23.5,1010.7,1002.9,6.03,2.78
12.6889,79.9728,69,"chengalpattu",-9,2025-03-19,28.9,23.23,5.64,43563.2,39863.61,0.3,3,54,23.2,1012.6,1004.7,6.35,3.04
12.6889,79.9728,69,"chengalpattu",-8,2025-03-20,29.2,25.24,6.21,43606.25,40734.72,0,0,10,22.1,1013.8,1005.9,5.98,2.77
12.6889,79.9728,69,"chengalpattu",-7,2025-03-21,29.4,25.14,6.2,43649.25,40663.85,0.1,1,6,22.3,1013.6,1005.8,6.52,3.1
12.6889,79.9728,69,"chengalpattu",-6,2025-03-22,29,21.79,5.3,43692.18,40147.62,1.4,6,29,23.5,1012.8,1004.9,6.14,2.91
12.6889,79.9728,69,"chengalpattu",-5,2025-03-23,29.4,22.31,5.68,43735,40409.87,0.1,1,24,22.5,1012.7,1004.9,6.17,2.91
12.6889,79.9728,69,"chengalpattu",-4,2025-03-24,28.7,21.78,5.12,43777.68,40783.75,0.8,7,37,23.4,1012.2,1004.4,5.13,2.21
12.6889,79.9728,69,"chengalpattu",-3,2025-03-25,28.6,23.46,5.65,43820.2,41046.41,0.1,1,22,22,1009.7,1001.9,5.03,2.14
12.6889,79.9728,69,"chengalpattu",-2,2025-03-26,28.5,23.43,5.69,43862.52,38955.18,0.1,1,34,21.9,1008.5,1000.6,5.25,2.29
12.6889,79.9728,69,"chengalpattu",-1,2025-03-27,29.6,24.84,6.35,43904.61,38346.67,0,0,46,20.8,1007.7,999.9,5.85,2.64
12.6889,79.9728,69,"chengalpattu",0,2025-03-28,29.6,24.22,6.27,43946.47,39681.88,0,0,84,21.4,1007.2,999.4,6.58,3.14
12.6889,79.9728,69,"chengalpattu",1,2025-03-29,29.6,26.32,6.79,43988.36,41250,0,0,20,19.7,1007.3,999.5,6.09,2.96
12.6889,79.9728,69,"chengalpattu",2,2025-03-30,28.6,25.51,6.24,44030.36,39388.5,0,0,10,21.5,1008.9,1001.1,6.17,2.94
12.6889,79.9728,69,"chengalpattu",3,2025-03-31,28.2,24.34,5.92,44072.46,41027.63,0,0,19,21.3,1009.2,1001.4,5.85,2.69
12.6889,79.9728,69,"chengalpattu",4,2025-04-01,28.6,24.25,6.12,44114.62,40803.75,0.1,1,16,20.1,1008.7,1000.9,5.68,2.57
12.6889,79.9728,69,"chengalpattu",5,2025-04-02,29.6,23.84,6.08,44156.82,40241.99,0.5,5,32,22.1,1009.2,1001.4,6.46,3.04
12.6889,79.9728,69,"chengalpattu",6,2025-04-03,28.3,18.1,4.34,44199.02,29686.66,3.3,4,100,23.4,1011.2,1003.3,5.85,2.6
12.6889,79.9728,69,"chengalpattu",7,2025-04-04,28.7,19.08,4.57,44241.21,40355.18,1.8,4,80,23.6,1011,1003.2,5.49,2.38
12.6889,79.9728,69,"chengalpattu",8,2025-04-05,28.7,20.46,4.75,44283.34,35823.01,5.7,6,53,23.3,1009.9,1002,4.5,1.78
12.6889,79.9728,69,"chengalpattu",9,2025-04-06,29.9,22.58,5.48,44325.41,40468.95,0.3,1,52,22.9,1008.5,1000.7,4.75,1.89
12.6889,79.9728,69,"chengalpattu",10,2025-04-07,30,23.19,5.7,44367.36,40921.74,0.2,2,63,23.4,1008.9,1001.1,5.44,2.27
12.6889,79.9728,69,"chengalpattu",11,2025-04-08,30.1,23.44,6.07,44409.19,40922.86,0.1,1,72,22.7,1009.7,1001.9,6.01,2.72
12.6889,79.9728,69,"chengalpattu",12,2025-04-09,30.1,22.83,5.99,44450.86,40697.43,0,0,30,22.5,1008.7,1000.9,6.71,3.1
12.6889,79.9728,69,"chengalpattu",13,2025-04-10,31.1,21.83,5.88,44492.32,39468.14,0.2,2,79,22,1006.1,998.3,5.88,2.7
12.6889,79.9728,69,"chengalpattu",14,2025-04-11,31.7,24.21,6.49,44533.57,40585.83,0,0,56,22.1,1005.6,997.8,6.13,2.84
12.6889,79.9728,69,"chengalpattu",15,2025-04-12,31.4,20.96,5.69,44574.57,37936.66,0,0,36,22,1006.5,998.7,5.76,2.74
12.6889,79.9728,69,"chengalpattu",16,2025-04-13,31,22.95,5.62,44615.29,39832.89,0,0,23,23.7,1007.7,999.9,4.88,2.07
12.6889,79.9728,69,"chengalpattu",17,2025-04-14,29.7,23.19,5.44,44655.69,40246.44,2.3,2,38,24.4,1008.3,1000.5,4.8,1.98
12.6889,79.9728,69,"chengalpattu",18,2025-04-15,29.9,22.69,5.51,44695.74,38872.55,1.1,1,24,24,1008.5,1000.7,6.01,2.74
12.6889,79.9728,69,"chengalpattu",19,2025-04-16,29.8,21.81,5.37,44735.42,40705.35,0.9,2,20,23.6,1008.9,1001.1,5.7,2.68
12.6889,79.9728,69,"chengalpattu",20,2025-04-17,29.9,22.53,5.45,44774.7,40591.97,1.1,3,28,23.9,1007.9,1000.1,5.76,2.71
12.6889,79.9728,69,"chengalpattu",21,2025-04-18,30.4,23.15,5.75,44813.84,40708.09,0.6,2,35,24.4,1007.2,999.4,6.63,3.26
12.6889,79.9728,69,"chengalpattu",22,2025-04-19,31.2,23.58,5.94,44852.93,40248.77,0.3,1,38,24.3,1006.6,998.8,6.72,3.25
12.6889,79.9728,69,"chengalpattu",23,2025-04-20,31.2,24.15,6.07,44891.93,40941.84,0,0,18,24.5,1006.9,999.2,6.81,3.29
12.6889,79.9728,69,"chengalpattu",24,2025-04-21,30.6,24.3,5.97,44930.82,40943.86,0.1,1,18,24.6,1008.7,1001,6.16,2.94
12.6889,79.9728,69,"chengalpattu",25,2025-04-22,30,24.08,5.93,44969.58,40714.04,0.1,1,31,23.9,1009.9,1002.1,5.95,2.86
12.6889,79.9728,69,"chengalpattu",26,2025-04-23,30.5,23.9,6.04,45008.16,40831.85,0,0,10,23.7,1008.3,1000.5,6.56,3.19
12.6889,79.9728,69,"chengalpattu",27,2025-04-24,30.8,24.25,6.11,45046.54,40950.23,0,0,22,24.3,1007.1,999.3,6.7,3.23
12.6889,79.9728,69,"chengalpattu",28,2025-04-25,30.5,23.86,5.91,45084.69,40952.47,0.4,3,10,24.9,1007.5,999.7,6.65,3.25
12.6889,79.9728,69,"chengalpattu",29,2025-04-26,30.5,22.94,5.84,45122.57,40837.67,0.3,3,38,24.3,1007.6,999.9,7.16,3.51
12.6889,79.9728,69,"chengalpattu",30,2025-04-27,29.8,20.54,5.07,45160.17,40604.98,2,5,67,24.2,1008.7,1000.9,5.75,2.63
12.6889,79.9728,69,"chengalpattu",31,2025-04-28,29.6,21.83,5.35,45197.43,40488.74,0.8,8,60,23.9,1007.7,999.9,5.68,2.7
12.6889,79.9728,69,"chengalpattu",32,2025-04-29,29.9,22.96,5.62,45234.33,40725.87,1.2,2,21,23.9,1006.9,999.1,5.91,2.8
12.6889,79.9728,69,"chengalpattu",33,2025-04-30,31,24.43,6.23,45270.84,40136.04,0.1,1,51,23.9,1007.2,999.4,6.32,2.97
12.6889,79.9728,69,"chengalpattu",34,2025-05-01,31,23.44,6.04,45306.92,38965.39,0.1,1,91,24,1007.8,1000,6.87,3.3
12.6889,79.9728,69,"chengalpattu",35,2025-05-02,30.9,22.54,5.67,45342.54,40140.01,0.7,2,67,25.1,1008.1,1000.3,6.47,3.21
12.6889,79.9728,69,"chengalpattu",36,2025-05-03,31.4,23.91,6.31,45377.66,40375.05,0.5,1,32,24,1006.9,999.2,7.04,3.52
12.6889,79.9728,69,"chengalpattu",37,2025-05-04,31.5,23.48,6.05,45412.25,40256.05,0.2,1,19,24,1006.5,998.7,6.48,3
12.6889,79.9728,69,"chengalpattu",38,2025-05-05,30.2,23.76,5.9,45446.27,38147.02,0,0,75,23.7,1006.3,998.6,6.49,3.18
12.6889,79.9728,69,"chengalpattu",39,2025-05-06,30.8,23.76,5.72,45479.68,40497.74,0.6,1,71,25,1006.9,999.2,6.03,2.83
12.6889,79.9728,69,"chengalpattu",40,2025-05-07,30.9,23.93,5.84,45512.46,40383.48,0.7,2,48,23.7,1006.3,998.5,5.65,2.58
12.6889,79.9728,69,"chengalpattu",41,2025-05-08,30.1,23.25,5.59,45544.86,38599.88,10.9,4,50,23.3,1006.6,998.8,5.39,2.15
12.6889,79.9728,69,"chengalpattu",42,2025-05-09,30.3,23.72,5.8,45576.93,37870.38,0,0,19,22.8,1007.2,999.5,4.88,2.12
12.6889,79.9728,69,"chengalpattu",43,2025-05-10,30.2,23.72,5.8,45608.66,40379.64,0.1,1,39,23.8,1007.6,999.8,6.64,3.07
12.6889,79.9728,69,"chengalpattu",44,2025-05-11,31.4,23.11,5.79,45640,40257.51,0.1,1,18,24.3,1006,998.2,5.71,2.64
12.6889,79.9728,69,"chengalpattu",45,2025-05-12,32.1,23.47,6.44,45670.95,40134.41,0,0,25,23.2,1004.4,996.7,6.28,3.1
12.6889,79.9728,69,"chengalpattu",46,2025-05-13,31.9,23.79,6.48,45701.46,40133.92,0,0,73,22.8,1004.2,996.5,6.11,2.97
12.6889,79.9728,69,"chengalpattu",47,2025-05-14,31.3,22.91,5.61,45731.5,40629.59,0.3,1,84,25.3,1005.1,997.4,4.89,2.09
12.6889,79.9728,69,"chengalpattu",48,2025-05-15,31.1,23.71,5.8,45761.05,40506.36,0,0,60,24.2,1005.7,997.9,4.73,2.01
12.6889,79.9728,69,"chengalpattu",49,2025-05-16,30.4,21.88,5.17,45790.07,39757,31.2,6,76,25.3,1005.7,997.9,5.22,2.09
12.6889,79.9728,69,"chengalpattu",50,2025-05-17,28.9,13.59,3.77,45818.54,16457.22,3.9,3,100,23.3,1005.6,997.7,6.12,2.93
12.6889,79.9728,69,"chengalpattu",51,2025-05-18,28.9,18.74,4.53,45846.42,32524.53,31,8,100,23.5,1004.5,996.7,5.65,2.44
12.6889,79.9728,69,"chengalpattu",52,2025-05-19,27.7,15.45,3.38,45873.68,24309.98,12.2,13,99,24.4,1003.5,995.7,4.7,1.99
12.6889,79.9728,69,"chengalpattu",53,2025-05-20,28,13.77,3.08,45900.28,16701.8,7.6,16,100,25.3,1003.2,995.4,4.25,1.78
12.6889,79.9728,69,"chengalpattu",54,2025-05-21,29.6,18.39,4.61,45926.2,32257.5,0.5,2,99,23.8,1004.2,996.4,5.15,2.43
12.6889,79.9728,69,"chengalpattu",55,2025-05-22,30.2,19.34,5.34,45951.4,30695.02,0,0,100,22,1004.8,997,5.94,3.12
12.6889,79.9728,69,"chengalpattu",56,2025-05-23,30.6,24.15,6.11,45975.85,40639.7,0.6,2,61,23.8,1002.9,995.1,6.78,3.42
12.6889,79.9728,69,"chengalpattu",57,2025-05-24,29.9,14.15,4.43,45999.52,18965.7,0,0,98,23.3,1002.2,994.5,7.2,3.81
12.6889,79.9728,69,"chengalpattu",58,2025-05-25,29.7,16.75,4.99,46022.36,23175.8,0.6,2,90,23.3,1003,995.2,8.33,4.39
12.6889,79.9728,69,"chengalpattu",59,2025-05-26,28.5,9.16,3.35,46044.35,3537.11,0.1,1,100,23.5,1002.8,995,9.03,4.78
12.6889,79.9728,69,"chengalpattu",60,2025-05-27,29.9,14.71,4.82,46065.48,25315.62,0.1,1,100,22.4,1001.4,993.7,8.69,4.39
12.6889,79.9728,69,"chengalpattu",61,2025-05-28,30.4,17.08,5.8,46085.88,28501.65,1,5,100,21.8,1001.1,993.4,9.59,4.81
12.6889,79.9728,69,"chengalpattu",62,2025-05-29,30.6,18.58,6.11,46105.62,29300.82,0.5,3,100,22.1,1001.1,993.4,9.34,4.91
12.6889,79.9728,69,"chengalpattu",63,2025-05-30,29.9,17.53,5.01,46124.69,25784.38,7.9,5,99,22.6,1002.1,994.3,7.38,3.61
12.6889,79.9728,69,"chengalpattu",64,2025-05-31,31.3,23.11,6.3,46143.06,39717.13,0,0,94,21.8,1004.5,996.7,6.14,3.09
12.6889,79.9728,69,"chengalpattu",65,2025-06-01,31.8,24.85,6.94,46160.71,41309.28,0,0,79,21.3,1005.7,998,6.15,3.3
